area,date,waste_type,weight
Boralesgamuwa UC,2013-06-22,MSW,23630
Boralesgamuwa UC,2013-06-23,MSW,6370
Boralesgamuwa UC,2013-06-24,MSW,24960
Boralesgamuwa UC,2013-06-25,MSW,24120
Boralesgamuwa UC,2013-06-26,MSW,32040
Boralesgamuwa UC,2013-06-27,MSW,26560
Boralesgamuwa UC,2013-06-28,MSW,21890
Boralesgamuwa UC,2013-06-29,MSW,40190
Boralesgamuwa UC,2013-06-30,MSW,13800
Boralesgamuwa UC,2013-07-01,MSW,23490
Boralesgamuwa UC,2013-07-02,MSW,37050
Boralesgamuwa UC,2013-07-03,MSW,25570
Boralesgamuwa UC,2013-07-04,MSW,9440
Boralesgamuwa UC,2013-07-05,MSW,37800
Boralesgamuwa UC,2013-07-06,MSW,30770
Boralesgamuwa UC,2013-07-07,MSW,14910
Boralesgamuwa UC,2013-07-08,MSW,29590
Boralesgamuwa UC,2013-07-09,MSW,29480
Boralesgamuwa UC,2013-07-10,MSW,31040
Boralesgamuwa UC,2013-07-11,MSW,29490
Boralesgamuwa UC,2013-07-12,MSW,15990
Boralesgamuwa UC,2013-07-13,MSW,19480
Boralesgamuwa UC,2013-07-14,MSW,9190
Boralesgamuwa UC,2013-07-15,MSW,25510
Boralesgamuwa UC,2013-07-16,MSW,29290
Boralesgamuwa UC,2013-07-17,MSW,28670
Boralesgamuwa UC,2013-07-18,MSW,21520
Boralesgamuwa UC,2013-07-19,MSW,35470
Boralesgamuwa UC,2013-07-20,MSW,28350
Boralesgamuwa UC,2013-07-21,MSW,11350
Boralesgamuwa UC,2013-07-22,MSW,16100
Boralesgamuwa UC,2013-07-23,MSW,36770
Boralesgamuwa UC,2013-07-24,MSW,33730
Boralesgamuwa UC,2013-07-25,MSW,33060
Boralesgamuwa UC,2013-07-26,MSW,26370
Boralesgamuwa UC,2013-07-27,MSW,20780
Boralesgamuwa UC,2013-07-28,MSW,17480
Boralesgamuwa UC,2013-07-29,MSW,25550
Boralesgamuwa UC,2013-07-30,MSW,36640
Boralesgamuwa UC,2013-07-31,MSW,31210
Boralesgamuwa UC,2013-08-01,MSW,28430
Boralesgamuwa UC,2013-08-02,MSW,27130
Boralesgamuwa UC,2013-08-03,MSW,26630
Boralesgamuwa UC,2013-08-04,MSW,23160
Boralesgamuwa UC,2013-08-05,MSW,34190
Boralesgamuwa UC,2013-08-06,MSW,23160
Boralesgamuwa UC,2013-08-07,MSW,21810
Boralesgamuwa UC,2013-08-08,MSW,35170
Boralesgamuwa UC,2013-08-09,MSW,16870
Boralesgamuwa UC,2013-08-10,MSW,38370
Boralesgamuwa UC,2013-08-11,MSW,25910
Boralesgamuwa UC,2013-08-12,MSW,16550
Boralesgamuwa UC,2013-08-13,MSW,28040
Boralesgamuwa UC,2013-08-14,MSW,30000
Boralesgamuwa UC,2013-08-15,MSW,25170
Boralesgamuwa UC,2013-08-16,MSW,25130
Boralesgamuwa UC,2013-08-17,MSW,22050
Boralesgamuwa UC,2013-08-18,MSW,13350
Boralesgamuwa UC,2013-08-19,MSW,19100
Boralesgamuwa UC,2013-08-20,MSW,19970
Boralesgamuwa UC,2013-08-21,MSW,32050
Boralesgamuwa UC,2013-08-22,MSW,26820
Boralesgamuwa UC,2013-08-23,MSW,33470
Boralesgamuwa UC,2013-08-24,MSW,19400
Boralesgamuwa UC,2013-08-25,MSW,14270
Boralesgamuwa UC,2013-08-26,MSW,9620
Boralesgamuwa UC,2013-08-27,MSW,34340
Boralesgamuwa UC,2013-08-28,MSW,32950
Boralesgamuwa UC,2013-08-29,MSW,27920
Boralesgamuwa UC,2013-08-30,MSW,31380
Boralesgamuwa UC,2013-08-31,MSW,18540
Boralesgamuwa UC,2013-09-01,MSW,40630
Boralesgamuwa UC,2013-09-02,MSW,22060
Boralesgamuwa UC,2013-09-03,MSW,26380
Boralesgamuwa UC,2013-09-04,MSW,34590
Boralesgamuwa UC,2013-09-05,MSW,32030
Boralesgamuwa UC,2013-09-06,MSW,13650
Boralesgamuwa UC,2013-09-07,MSW,22720
Boralesgamuwa UC,2013-09-08,MSW,23760
Boralesgamuwa UC,2013-09-09,MSW,27150
Boralesgamuwa UC,2013-09-10,MSW,32740
Boralesgamuwa UC,2013-09-11,MSW,32710
Boralesgamuwa UC,2013-09-12,MSW,25980
Boralesgamuwa UC,2013-09-13,MSW,26510
Boralesgamuwa UC,2013-09-14,MSW,21590
Boralesgamuwa UC,2013-09-15,MSW,12530
Boralesgamuwa UC,2013-09-16,MSW,24440
Boralesgamuwa UC,2013-09-17,MSW,37540
Boralesgamuwa UC,2013-09-18,MSW,31900
Boralesgamuwa UC,2013-09-19,MSW,24820
Boralesgamuwa UC,2013-09-20,MSW,31080
Boralesgamuwa UC,2013-09-21,MSW,22930
Boralesgamuwa UC,2013-09-22,MSW,11700
Boralesgamuwa UC,2013-09-23,MSW,27700
Boralesgamuwa UC,2013-09-24,MSW,30880
Boralesgamuwa UC,2013-09-25,MSW,33110
Boralesgamuwa UC,2013-09-26,MSW,28450
Boralesgamuwa UC,2013-09-27,MSW,27650
Boralesgamuwa UC,2013-09-28,MSW,25250
Boralesgamuwa UC,2013-09-29,MSW,9690
Boralesgamuwa UC,2013-09-30,MSW,22680
Boralesgamuwa UC,2013-10-01,MSW,27680
Boralesgamuwa UC,2013-10-02,MSW,9630
Boralesgamuwa UC,2013-10-03,MSW,13310
Boralesgamuwa UC,2013-10-04,MSW,32240
Boralesgamuwa UC,2013-10-05,MSW,26120
Boralesgamuwa UC,2013-10-06,MSW,21240
Boralesgamuwa UC,2013-10-07,MSW,22870
Boralesgamuwa UC,2013-10-08,MSW,16400
Boralesgamuwa UC,2013-10-09,MSW,32680
Boralesgamuwa UC,2013-10-10,MSW,29380
Boralesgamuwa UC,2013-10-11,MSW,12070
Boralesgamuwa UC,2013-10-12,MSW,26820
Boralesgamuwa UC,2013-10-13,MSW,11540
Boralesgamuwa UC,2013-10-14,MSW,31460
Boralesgamuwa UC,2013-10-15,MSW,31700
Boralesgamuwa UC,2013-10-16,MSW,30880
Boralesgamuwa UC,2013-10-17,MSW,30960
Boralesgamuwa UC,2013-10-18,MSW,27470
Boralesgamuwa UC,2013-10-19,MSW,23300
Boralesgamuwa UC,2013-10-20,MSW,13350
Boralesgamuwa UC,2013-10-21,MSW,32160
Boralesgamuwa UC,2013-10-22,MSW,35040
Boralesgamuwa UC,2013-10-23,MSW,33330
Boralesgamuwa UC,2013-10-24,MSW,29520
Boralesgamuwa UC,2013-10-25,MSW,34600
Boralesgamuwa UC,2013-10-26,MSW,25160
Boralesgamuwa UC,2013-10-27,MSW,5790
Boralesgamuwa UC,2013-10-28,MSW,31740
Boralesgamuwa UC,2013-10-29,MSW,33120
Boralesgamuwa UC,2013-10-30,MSW,35710
Boralesgamuwa UC,2013-10-31,MSW,29050
Boralesgamuwa UC,2013-11-01,MSW,32460
Boralesgamuwa UC,2013-11-02,MSW,25000
Boralesgamuwa UC,2013-11-03,MSW,21800
Boralesgamuwa UC,2013-11-04,MSW,36900
Boralesgamuwa UC,2013-11-05,MSW,20780
Boralesgamuwa UC,2013-11-06,MSW,31570
Boralesgamuwa UC,2013-11-07,MSW,39950
Boralesgamuwa UC,2013-11-08,MSW,9800
Boralesgamuwa UC,2013-11-09,MSW,28570
Boralesgamuwa UC,2013-11-10,MSW,26970
Boralesgamuwa UC,2013-11-11,MSW,28710
Boralesgamuwa UC,2013-11-12,MSW,30080
Boralesgamuwa UC,2013-11-13,MSW,33690
Boralesgamuwa UC,2013-11-14,MSW,35790
Boralesgamuwa UC,2013-11-15,MSW,26140
Boralesgamuwa UC,2013-11-16,MSW,26790
Boralesgamuwa UC,2013-11-17,MSW,13880
Boralesgamuwa UC,2013-11-18,MSW,25880
Boralesgamuwa UC,2013-11-19,MSW,33130
Boralesgamuwa UC,2013-11-20,MSW,29530
Boralesgamuwa UC,2013-11-21,MSW,31940
Boralesgamuwa UC,2013-11-22,MSW,25740
Boralesgamuwa UC,2013-11-23,MSW,20660
Boralesgamuwa UC,2013-11-24,MSW,12140
Boralesgamuwa UC,2013-11-25,MSW,31600
Boralesgamuwa UC,2013-11-26,MSW,33460
Boralesgamuwa UC,2013-11-27,MSW,24140
Boralesgamuwa UC,2013-11-28,MSW,27880
Boralesgamuwa UC,2013-11-29,MSW,29010
Boralesgamuwa UC,2013-11-30,MSW,31650
Boralesgamuwa UC,2013-12-01,MSW,23780
Boralesgamuwa UC,2013-12-02,MSW,26700
Boralesgamuwa UC,2013-12-03,MSW,32710
Boralesgamuwa UC,2013-12-04,MSW,31110
Boralesgamuwa UC,2013-12-05,MSW,7050
Boralesgamuwa UC,2013-12-06,MSW,35170
Boralesgamuwa UC,2013-12-07,MSW,40070
Boralesgamuwa UC,2013-12-08,MSW,26560
Boralesgamuwa UC,2013-12-09,MSW,31100
Boralesgamuwa UC,2013-12-10,MSW,30070
Boralesgamuwa UC,2013-12-11,MSW,42140
Boralesgamuwa UC,2013-12-12,MSW,28060
Boralesgamuwa UC,2013-12-13,MSW,29970
Boralesgamuwa UC,2013-12-14,MSW,26500
Boralesgamuwa UC,2013-12-15,MSW,14900
Boralesgamuwa UC,2013-12-16,MSW,18070
Boralesgamuwa UC,2013-12-17,MSW,33440
Boralesgamuwa UC,2013-12-18,MSW,37480
Boralesgamuwa UC,2013-12-19,MSW,27820
Boralesgamuwa UC,2013-12-20,MSW,22570
Boralesgamuwa UC,2013-12-21,MSW,20170
Boralesgamuwa UC,2013-12-22,MSW,13000
Boralesgamuwa UC,2013-12-23,MSW,25940
Boralesgamuwa UC,2013-12-24,MSW,27410
Boralesgamuwa UC,2013-12-25,MSW,37100
Boralesgamuwa UC,2013-12-26,MSW,30380
Boralesgamuwa UC,2013-12-27,MSW,29900
Boralesgamuwa UC,2013-12-28,MSW,23680
Boralesgamuwa UC,2013-12-29,MSW,11640
Boralesgamuwa UC,2013-12-30,MSW,22870
Boralesgamuwa UC,2013-12-31,MSW,36200
Boralesgamuwa UC,2014-01-01,MSW,24220
Boralesgamuwa UC,2014-01-02,MSW,21190
Boralesgamuwa UC,2014-01-03,MSW,25150
Boralesgamuwa UC,2014-01-04,MSW,32930
Boralesgamuwa UC,2014-01-05,MSW,18560
Boralesgamuwa UC,2014-01-06,MSW,12900
Boralesgamuwa UC,2014-01-07,MSW,33060
Boralesgamuwa UC,2014-01-08,MSW,34230
Boralesgamuwa UC,2014-01-09,MSW,39620
Boralesgamuwa UC,2014-01-10,MSW,36270
Boralesgamuwa UC,2014-01-11,MSW,38330
Boralesgamuwa UC,2014-01-12,MSW,29080
Boralesgamuwa UC,2014-01-13,MSW,26710
Boralesgamuwa UC,2014-01-14,MSW,27690
Boralesgamuwa UC,2014-01-15,MSW,31620
Boralesgamuwa UC,2014-01-16,MSW,23330
Boralesgamuwa UC,2014-01-17,MSW,25420
Boralesgamuwa UC,2014-01-18,MSW,30100
Boralesgamuwa UC,2014-01-19,MSW,17460
Boralesgamuwa UC,2014-01-20,MSW,22700
Boralesgamuwa UC,2014-01-21,MSW,33750
Boralesgamuwa UC,2014-01-22,MSW,32440
Boralesgamuwa UC,2014-01-23,MSW,27670
Boralesgamuwa UC,2014-01-24,MSW,21650
Boralesgamuwa UC,2014-01-25,MSW,17340
Boralesgamuwa UC,2014-01-26,MSW,12240
Boralesgamuwa UC,2014-01-27,MSW,24790
Boralesgamuwa UC,2014-01-28,MSW,29080
Boralesgamuwa UC,2014-01-29,MSW,32710
Boralesgamuwa UC,2014-01-30,MSW,27890
Boralesgamuwa UC,2014-01-31,MSW,24540
Boralesgamuwa UC,2014-02-01,MSW,28150
Boralesgamuwa UC,2014-02-02,MSW,9660
Boralesgamuwa UC,2014-02-03,MSW,20560
Boralesgamuwa UC,2014-02-04,MSW,32220
Boralesgamuwa UC,2014-02-05,MSW,25930
Boralesgamuwa UC,2014-02-06,MSW,25770
Boralesgamuwa UC,2014-02-07,MSW,28010
Boralesgamuwa UC,2014-02-08,MSW,30240
Boralesgamuwa UC,2014-02-09,MSW,40910
Boralesgamuwa UC,2014-02-10,MSW,40270
Boralesgamuwa UC,2014-02-11,MSW,11970
Boralesgamuwa UC,2014-02-12,MSW,39170
Boralesgamuwa UC,2014-02-13,MSW,27880
Boralesgamuwa UC,2014-02-14,MSW,18560
Boralesgamuwa UC,2014-02-15,MSW,29400
Boralesgamuwa UC,2014-02-16,MSW,14690
Boralesgamuwa UC,2014-02-17,MSW,27120
Boralesgamuwa UC,2014-02-18,MSW,25970
Boralesgamuwa UC,2014-02-19,MSW,28050
Boralesgamuwa UC,2014-02-20,MSW,28550
Boralesgamuwa UC,2014-02-21,MSW,24650
Boralesgamuwa UC,2014-02-22,MSW,18240
Boralesgamuwa UC,2014-02-23,MSW,15850
Boralesgamuwa UC,2014-02-24,MSW,21660
Boralesgamuwa UC,2014-02-25,MSW,30600
Boralesgamuwa UC,2014-02-26,MSW,29330
Boralesgamuwa UC,2014-02-27,MSW,20320
Boralesgamuwa UC,2014-02-28,MSW,23400
Boralesgamuwa UC,2014-03-01,MSW,27470
Boralesgamuwa UC,2014-03-02,MSW,25600
Boralesgamuwa UC,2014-03-03,MSW,27590
Boralesgamuwa UC,2014-03-04,MSW,31330
Boralesgamuwa UC,2014-03-05,MSW,28370
Boralesgamuwa UC,2014-03-06,MSW,39550
Boralesgamuwa UC,2014-03-07,MSW,28150
Boralesgamuwa UC,2014-03-08,MSW,15570
Boralesgamuwa UC,2014-03-09,MSW,41150
Boralesgamuwa UC,2014-03-10,MSW,33900
Boralesgamuwa UC,2014-03-11,MSW,25890
Boralesgamuwa UC,2014-03-12,MSW,44010
Boralesgamuwa UC,2014-03-13,MSW,31870
Boralesgamuwa UC,2014-03-14,MSW,32670
Boralesgamuwa UC,2014-03-15,MSW,22870
Boralesgamuwa UC,2014-03-16,MSW,25330
Boralesgamuwa UC,2014-03-17,MSW,23720
Boralesgamuwa UC,2014-03-18,MSW,25330
Boralesgamuwa UC,2014-03-19,MSW,28010
Boralesgamuwa UC,2014-03-20,MSW,35840
Boralesgamuwa UC,2014-03-21,MSW,34540
Boralesgamuwa UC,2014-03-22,MSW,28660
Boralesgamuwa UC,2014-03-23,MSW,27700
Boralesgamuwa UC,2014-03-24,MSW,33420
Boralesgamuwa UC,2014-03-25,MSW,12300
Boralesgamuwa UC,2014-03-26,MSW,28820
Boralesgamuwa UC,2014-03-27,MSW,32920
Boralesgamuwa UC,2014-03-28,MSW,14800
Boralesgamuwa UC,2014-03-29,MSW,25210
Boralesgamuwa UC,2014-03-30,MSW,32740
Boralesgamuwa UC,2014-03-31,MSW,28220
Boralesgamuwa UC,2014-04-01,MSW,34190
Boralesgamuwa UC,2014-04-02,MSW,17990
Boralesgamuwa UC,2014-04-03,MSW,26110
Boralesgamuwa UC,2014-04-04,MSW,22860
Boralesgamuwa UC,2014-04-05,MSW,16160
Boralesgamuwa UC,2014-04-06,MSW,44020
Boralesgamuwa UC,2014-04-07,MSW,23970
Boralesgamuwa UC,2014-04-08,MSW,29130
Boralesgamuwa UC,2014-04-09,MSW,33860
Boralesgamuwa UC,2014-04-10,MSW,29840
Boralesgamuwa UC,2014-04-11,MSW,37310
Boralesgamuwa UC,2014-04-12,MSW,30340
Boralesgamuwa UC,2014-04-13,MSW,20030
Boralesgamuwa UC,2014-04-14,MSW,4170
Boralesgamuwa UC,2014-04-15,MSW,9240
Boralesgamuwa UC,2014-04-16,MSW,33290
Boralesgamuwa UC,2014-04-17,MSW,23040
Boralesgamuwa UC,2014-04-18,MSW,22040
Boralesgamuwa UC,2014-04-19,MSW,21660
Boralesgamuwa UC,2014-04-20,MSW,6850
Boralesgamuwa UC,2014-04-21,MSW,28030
Boralesgamuwa UC,2014-04-22,MSW,25870
Boralesgamuwa UC,2014-04-23,MSW,41160
Boralesgamuwa UC,2014-04-24,MSW,35850
Boralesgamuwa UC,2014-04-25,MSW,36230
Boralesgamuwa UC,2014-04-26,MSW,21270
Boralesgamuwa UC,2014-04-27,MSW,8920
Boralesgamuwa UC,2014-04-28,MSW,32510
Boralesgamuwa UC,2014-04-29,MSW,24850
Boralesgamuwa UC,2014-04-30,MSW,44980
Boralesgamuwa UC,2014-05-01,MSW,13550
Boralesgamuwa UC,2014-05-02,MSW,30060
Boralesgamuwa UC,2014-05-03,MSW,28480
Boralesgamuwa UC,2014-05-04,MSW,24440
Boralesgamuwa UC,2014-05-05,MSW,28630
Boralesgamuwa UC,2014-05-06,MSW,34230
Boralesgamuwa UC,2014-05-07,MSW,28830
Boralesgamuwa UC,2014-05-08,MSW,34440
Boralesgamuwa UC,2014-05-09,MSW,32880
Boralesgamuwa UC,2014-05-10,MSW,7060
Boralesgamuwa UC,2014-05-11,MSW,41010
Boralesgamuwa UC,2014-05-12,MSW,28080
Boralesgamuwa UC,2014-05-13,MSW,21260
Boralesgamuwa UC,2014-05-14,MSW,18290
Boralesgamuwa UC,2014-05-15,MSW,13650
Boralesgamuwa UC,2014-05-16,MSW,25330
Boralesgamuwa UC,2014-05-17,MSW,23720
Boralesgamuwa UC,2014-05-18,MSW,25330
Boralesgamuwa UC,2014-05-19,MSW,28010
Boralesgamuwa UC,2014-05-20,MSW,35840
Boralesgamuwa UC,2014-05-21,MSW,34540
Boralesgamuwa UC,2014-05-22,MSW,28660
Boralesgamuwa UC,2014-05-23,MSW,27700
Boralesgamuwa UC,2014-05-24,MSW,33420
Boralesgamuwa UC,2014-05-25,MSW,12300
Boralesgamuwa UC,2014-05-26,MSW,28820
Boralesgamuwa UC,2014-05-27,MSW,32920
Boralesgamuwa UC,2014-05-28,MSW,14800
Boralesgamuwa UC,2014-05-29,MSW,25210
Boralesgamuwa UC,2014-05-30,MSW,32740
Boralesgamuwa UC,2014-05-31,MSW,28220
Boralesgamuwa UC,2014-06-01,MSW,28910
Boralesgamuwa UC,2014-06-02,MSW,30590
Boralesgamuwa UC,2014-06-03,MSW,34010
Boralesgamuwa UC,2014-06-04,MSW,7560
Boralesgamuwa UC,2014-06-05,MSW,22330
Boralesgamuwa UC,2014-06-06,MSW,32680
Boralesgamuwa UC,2014-06-07,MSW,18980
Boralesgamuwa UC,2014-06-08,MSW,39050
Boralesgamuwa UC,2014-06-09,MSW,21810
Boralesgamuwa UC,2014-06-10,MSW,30040
Boralesgamuwa UC,2014-06-11,MSW,25750
Boralesgamuwa UC,2014-06-12,MSW,23570
Boralesgamuwa UC,2014-06-13,MSW,30620
Boralesgamuwa UC,2014-06-14,MSW,34000
Boralesgamuwa UC,2014-06-15,MSW,17290
Boralesgamuwa UC,2014-06-16,MSW,26270
Boralesgamuwa UC,2014-06-17,MSW,36190
Boralesgamuwa UC,2014-06-18,MSW,36530
Boralesgamuwa UC,2014-06-19,MSW,26150
Boralesgamuwa UC,2014-06-20,MSW,33150
Boralesgamuwa UC,2014-06-21,MSW,25860
Boralesgamuwa UC,2014-06-22,MSW,11130
Boralesgamuwa UC,2014-06-23,MSW,27680
Boralesgamuwa UC,2014-06-24,MSW,36320
Boralesgamuwa UC,2014-06-25,MSW,33340
Boralesgamuwa UC,2014-06-26,MSW,32770
Boralesgamuwa UC,2014-06-27,MSW,25170
Boralesgamuwa UC,2014-06-28,MSW,28010
Boralesgamuwa UC,2014-06-29,MSW,9500
Boralesgamuwa UC,2014-06-30,MSW,27650
Boralesgamuwa UC,2014-07-01,MSW,35180
Boralesgamuwa UC,2014-07-02,MSW,30390
Boralesgamuwa UC,2014-07-03,MSW,29330
Boralesgamuwa UC,2014-07-04,MSW,33910
Boralesgamuwa UC,2014-07-05,MSW,34190
Boralesgamuwa UC,2014-07-06,MSW,38330
Boralesgamuwa UC,2014-07-07,MSW,26260
Boralesgamuwa UC,2014-07-08,MSW,40410
Boralesgamuwa UC,2014-07-09,MSW,7580
Boralesgamuwa UC,2014-07-10,MSW,27420
Boralesgamuwa UC,2014-07-11,MSW,37290
Boralesgamuwa UC,2014-07-12,MSW,10470
Boralesgamuwa UC,2014-07-13,MSW,6170
Boralesgamuwa UC,2014-07-14,MSW,27970
Boralesgamuwa UC,2014-07-15,MSW,37880
Boralesgamuwa UC,2014-07-16,MSW,35580
Boralesgamuwa UC,2014-07-17,MSW,35460
Boralesgamuwa UC,2014-07-18,MSW,27880
Boralesgamuwa UC,2014-07-19,MSW,21180
Boralesgamuwa UC,2014-07-20,MSW,6800
Boralesgamuwa UC,2014-07-21,MSW,28980
Boralesgamuwa UC,2014-07-22,MSW,32780
Boralesgamuwa UC,2014-07-23,MSW,33380
Boralesgamuwa UC,2014-07-24,MSW,33970
Boralesgamuwa UC,2014-07-25,MSW,31170
Boralesgamuwa UC,2014-07-26,MSW,24560
Boralesgamuwa UC,2014-07-27,MSW,11090
Boralesgamuwa UC,2014-07-28,MSW,29100
Boralesgamuwa UC,2014-07-29,MSW,36040
Boralesgamuwa UC,2014-07-30,MSW,22070
Boralesgamuwa UC,2014-07-31,MSW,41770
Boralesgamuwa UC,2014-08-01,MSW,34860
Boralesgamuwa UC,2014-08-02,MSW,22800
Boralesgamuwa UC,2014-08-03,MSW,19290
Boralesgamuwa UC,2014-08-04,MSW,35450
Boralesgamuwa UC,2014-08-05,MSW,31500
Boralesgamuwa UC,2014-08-06,MSW,13160
Boralesgamuwa UC,2014-08-07,MSW,29100
Boralesgamuwa UC,2014-08-08,MSW,29080
Boralesgamuwa UC,2014-08-09,MSW,22600
Boralesgamuwa UC,2014-08-10,MSW,27300
Boralesgamuwa UC,2014-08-11,MSW,35800
Boralesgamuwa UC,2014-08-12,MSW,21470
Boralesgamuwa UC,2014-08-13,MSW,35900
Boralesgamuwa UC,2014-08-14,MSW,26820
Boralesgamuwa UC,2014-08-15,MSW,31260
Boralesgamuwa UC,2014-08-16,MSW,27210
Boralesgamuwa UC,2014-08-17,MSW,8270
Boralesgamuwa UC,2014-08-18,MSW,26040
Boralesgamuwa UC,2014-08-19,MSW,42190
Boralesgamuwa UC,2014-08-20,MSW,29610
Boralesgamuwa UC,2014-08-21,MSW,29530
Boralesgamuwa UC,2014-08-22,MSW,14340
Boralesgamuwa UC,2014-08-23,MSW,31570
Boralesgamuwa UC,2014-08-24,MSW,12810
Boralesgamuwa UC,2014-08-25,MSW,42520
Boralesgamuwa UC,2014-08-26,MSW,40550
Boralesgamuwa UC,2014-08-27,MSW,34750
Boralesgamuwa UC,2014-08-28,MSW,33730
Boralesgamuwa UC,2014-08-29,MSW,29630
Boralesgamuwa UC,2014-08-30,MSW,11400
Boralesgamuwa UC,2014-08-31,MSW,7030
Boralesgamuwa UC,2014-09-01,MSW,30190
Boralesgamuwa UC,2014-09-02,MSW,7800
Boralesgamuwa UC,2014-09-03,MSW,15880
Boralesgamuwa UC,2014-09-04,MSW,38040
Boralesgamuwa UC,2014-09-05,MSW,26180
Boralesgamuwa UC,2014-09-06,MSW,26320
Boralesgamuwa UC,2014-09-07,MSW,25990
Boralesgamuwa UC,2014-09-08,MSW,28490
Boralesgamuwa UC,2014-09-09,MSW,31520
Boralesgamuwa UC,2014-09-10,MSW,35430
Boralesgamuwa UC,2014-09-11,MSW,7380
Boralesgamuwa UC,2014-09-12,MSW,44810
Boralesgamuwa UC,2014-09-13,MSW,33810
Boralesgamuwa UC,2014-09-14,MSW,16280
Boralesgamuwa UC,2014-09-15,MSW,31710
Boralesgamuwa UC,2014-09-16,MSW,38240
Boralesgamuwa UC,2014-09-17,MSW,36260
Boralesgamuwa UC,2014-09-18,MSW,28050
Boralesgamuwa UC,2014-09-19,MSW,27380
Boralesgamuwa UC,2014-09-20,MSW,31830
Boralesgamuwa UC,2014-09-21,MSW,12320
Boralesgamuwa UC,2014-09-22,MSW,24900
Boralesgamuwa UC,2014-09-23,MSW,32550
Boralesgamuwa UC,2014-09-24,MSW,36280
Boralesgamuwa UC,2014-09-25,MSW,30200
Boralesgamuwa UC,2014-09-26,MSW,27920
Boralesgamuwa UC,2014-09-27,MSW,22670
Boralesgamuwa UC,2014-09-28,MSW,14810
Boralesgamuwa UC,2014-09-29,MSW,35190
Boralesgamuwa UC,2014-09-30,MSW,36070
Boralesgamuwa UC,2014-10-01,MSW,27030
Boralesgamuwa UC,2014-10-02,MSW,23860
Boralesgamuwa UC,2014-10-03,MSW,27520
Boralesgamuwa UC,2014-10-04,MSW,40350
Boralesgamuwa UC,2014-10-05,MSW,24000
Boralesgamuwa UC,2014-10-06,MSW,43430
Boralesgamuwa UC,2014-10-07,MSW,31560
Boralesgamuwa UC,2014-10-08,MSW,8250
Boralesgamuwa UC,2014-10-09,MSW,35460
Boralesgamuwa UC,2014-10-10,MSW,41740
Boralesgamuwa UC,2014-10-11,MSW,33820
Boralesgamuwa UC,2014-10-12,MSW,41050
Boralesgamuwa UC,2014-10-13,MSW,27850
Boralesgamuwa UC,2014-10-14,MSW,36810
Boralesgamuwa UC,2014-10-15,MSW,35010
Boralesgamuwa UC,2014-11-01,MSW,17550
Boralesgamuwa UC,2014-11-02,MSW,24770
Boralesgamuwa UC,2014-11-03,MSW,33160
Boralesgamuwa UC,2014-11-04,MSW,27100
Boralesgamuwa UC,2014-11-05,MSW,11760
Boralesgamuwa UC,2014-11-06,MSW,33640
Boralesgamuwa UC,2014-11-07,MSW,33570
Boralesgamuwa UC,2014-11-08,MSW,31580
Boralesgamuwa UC,2014-11-09,MSW,32560
Boralesgamuwa UC,2014-11-10,MSW,43100
Boralesgamuwa UC,2014-11-11,MSW,28700
Boralesgamuwa UC,2014-11-12,MSW,33520
Boralesgamuwa UC,2014-11-13,MSW,34820
Boralesgamuwa UC,2014-11-14,MSW,30880
Boralesgamuwa UC,2014-11-15,MSW,23950
Boralesgamuwa UC,2014-11-16,MSW,14360
Boralesgamuwa UC,2014-11-17,MSW,29550
Boralesgamuwa UC,2014-11-18,MSW,22960
Boralesgamuwa UC,2014-11-19,MSW,41960
Boralesgamuwa UC,2014-11-20,MSW,44000
Boralesgamuwa UC,2014-11-21,MSW,26660
Boralesgamuwa UC,2014-11-22,MSW,25960
Boralesgamuwa UC,2014-11-23,MSW,7670
Boralesgamuwa UC,2014-11-24,MSW,36240
Boralesgamuwa UC,2014-11-25,MSW,36140
Boralesgamuwa UC,2014-11-26,MSW,31180
Boralesgamuwa UC,2014-11-27,MSW,30760
Boralesgamuwa UC,2014-11-28,MSW,28820
Boralesgamuwa UC,2014-11-29,MSW,34120
Boralesgamuwa UC,2014-11-30,MSW,9180
Boralesgamuwa UC,2014-12-01,MSW,15450
Boralesgamuwa UC,2014-12-02,MSW,30790
Boralesgamuwa UC,2014-12-03,MSW,33590
Boralesgamuwa UC,2014-12-04,MSW,31400
Boralesgamuwa UC,2014-12-05,MSW,30630
Boralesgamuwa UC,2014-12-06,MSW,28580
Boralesgamuwa UC,2014-12-07,MSW,25170
Boralesgamuwa UC,2014-12-08,MSW,32670
Boralesgamuwa UC,2014-12-09,MSW,28900
Boralesgamuwa UC,2014-12-10,MSW,11290
Boralesgamuwa UC,2014-12-11,MSW,42760
Boralesgamuwa UC,2014-12-12,MSW,32780
Boralesgamuwa UC,2014-12-13,MSW,41090
Boralesgamuwa UC,2014-12-14,MSW,19180
Boralesgamuwa UC,2014-12-15,MSW,33680
Boralesgamuwa UC,2014-12-16,MSW,46680
Boralesgamuwa UC,2014-12-17,MSW,33680
Boralesgamuwa UC,2014-12-18,MSW,28830
Boralesgamuwa UC,2014-12-19,MSW,31360
Boralesgamuwa UC,2014-12-20,MSW,36050
Boralesgamuwa UC,2014-12-21,MSW,15130
Boralesgamuwa UC,2014-12-22,MSW,36340
Boralesgamuwa UC,2014-12-23,MSW,31030
Boralesgamuwa UC,2014-12-24,MSW,38280
Boralesgamuwa UC,2014-12-25,MSW,35570
Boralesgamuwa UC,2014-12-26,MSW,36320
Boralesgamuwa UC,2014-12-27,MSW,33590
